step,loss
1873,2.571177
1874,2.569657
1875,2.573188
1876,2.574062
1877,2.56731
1878,2.573334
1879,2.582771
1880,2.569821
1881,2.553154
1882,2.539672
1883,2.535691
1884,2.537236
1885,2.543297
1886,2.544547
1887,2.575732
1888,2.564565
1889,2.556312
1890,2.55285
1891,2.542669
1892,2.547823
1893,2.563874
1894,2.57576
1895,2.602454
1896,2.604076
1897,2.585453
1898,2.591456
1899,2.596964
1900,2.600332
1901,2.615118
1902,2.599815
1903,2.600686
1904,2.591244
1905,2.581195
1906,2.58425
1907,2.592143
1908,2.574396
1909,2.572223
1910,2.597682
1911,2.58604
1912,2.594986
1913,2.574204
1914,2.568397
1915,2.55804
1916,2.559813
1917,2.570526
1918,2.581507
1919,2.575651
1920,2.594133
1921,2.591374
1922,2.59675
1923,2.592393
1924,2.577188
1925,2.549902
1926,2.540005
1927,2.522693
1928,2.53769
1929,2.534864
1930,2.547646
1931,2.569552
1932,2.568182
1933,2.569066
1934,2.57107
1935,2.558755
1936,2.560183
1937,2.568869
1938,2.584298
1939,2.587252
1940,2.583697
1941,2.564008
1942,2.57643
1943,2.583882
1944,2.592659
1945,2.592716
1946,2.61662
1947,2.619578
1948,2.605394
1949,2.595183
1950,2.57611
1951,2.556464
1952,2.572854
1953,2.557717
1954,2.553492
1955,2.570338
1956,2.588148
1957,2.554627
1958,2.564627
1959,2.55609
1960,2.553899
1961,2.558369
1962,2.545046
1963,2.550781
1964,2.546272
1965,2.559221
1966,2.560528
1967,2.560829
1968,2.548257
1969,2.562198
1970,2.542147
1971,2.536818
1972,2.540989
1973,2.545353
1974,2.513806
1975,2.493559
1976,2.472455
1977,2.471185
1978,2.455825
1979,2.454886
1980,2.459128
1981,2.471995
1982,2.487719
1983,2.496763
1984,2.512911
1985,2.521811
1986,2.518338
1987,2.494404
1988,2.494159
1989,2.487144
1990,2.507881
1991,2.52036
1992,2.514097
1993,2.516219
1994,2.515831
1995,2.543332
1996,2.533158
1997,2.527995
1998,2.534854
1999,2.539349
